property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1,22,6,4,2,2,1935,0,0,1,1,1,3.5
0,99,3,3,1,3,1746,0,0,0,2,0,1.6
1,82,5,4,3,1,2700,0,0,0,1,2,6
0,45,3,3,4,3,1983,1,0,0,1,2,1.72
0,29,3,3,3,1,1860,0,0,2,0,0,2.79
0,112,2,2,2,3,789,0,0,2,1,2,0.46
1,80,5,3,0,2,148,0,0,0,1,1,2.25
0,99,2,2,1,3,1231,0,0,0,2,2,0.67
0,112,2,2,1,1,743,0,0,0,1,2,0.2
1,36,4,1,0,0,603,0,0,0,1,1,0.92
0,74,3,3,3,0,2506,1,0,2,1,0,5.3
0,98,3,4,3,3,2400,1,0,0,0,2,1.93
0,93,3,4,4,3,1900,1,0,2,2,0,2.29
0,10,4,4,4,3,2100,1,0,1,0,0,1.35
0,112,2,2,2,3,524,0,0,2,2,2,0.3
0,103,4,3,2,0,2000,0,0,1,1,2,1.2
1,55,4,4,1,0,7000,0,0,0,1,1,18.5
0,93,3,4,4,1,2407,1,0,1,0,2,2.4
0,6,3,3,3,3,1690,0,0,1,1,2,2.15
0,112,2,2,2,1,640,0,0,0,1,1,0.27
0,112,1,1,0,3,484,0,0,0,1,1,0.21
0,104,3,3,3,3,1603,0,0,1,1,2,1.26
0,93,2,2,1,1,814,0,0,0,1,1,0.6
0,6,2,2,3,3,1009,0,1,0,2,1,1.3
0,2,4,4,4,0,2946,0,0,1,1,2,1.25
1,75,5,6,4,1,3240,1,1,1,0,1,11
1,30,3,2,2,1,1500,0,0,1,2,2,1.2
1,41,5,6,3,1,4950,1,0,0,1,2,10
0,76,3,3,3,3,2048,0,1,2,0,1,2.8
0,110,2,1,2,1,511,0,0,0,2,2,0.3
0,98,2,2,2,3,1250,0,0,1,0,2,0.67
1,9,2,2,1,0,556,0,0,0,1,1,0.35
0,45,3,3,2,1,1450,0,0,0,2,1,1.07
0,94,3,5,4,3,2000,1,0,1,2,2,1.22
1,20,5,5,2,2,1350,0,0,0,1,2,2
0,12,2,2,3,0,1720,0,0,1,1,1,0.7
0,71,3,3,3,1,2876,1,0,1,1,0,3.95
0,2,3,2,4,2,1696,0,0,0,2,2,0.64
0,96,2,2,2,0,1127,0,0,1,0,2,0.84
1,62,4,4,3,0,1440,1,0,1,1,2,3.75
0,6,3,3,4,3,2500,1,0,0,0,1,1.9
0,8,3,4,4,3,2000,1,0,1,2,2,1.05
1,51,4,4,2,2,1935,1,1,0,1,1,5.75
0,17,2,2,1,1,1338,0,0,0,2,2,0.96
0,6,3,3,3,3,1315,1,0,0,2,2,1.4
0,112,2,2,2,1,591,0,0,0,1,2,0.5
0,74,3,3,3,3,1081,0,0,1,2,2,1.7
1,22,5,4,2,2,2250,0,0,1,2,1,4.15
0,8,3,4,4,3,2072,1,1,0,2,0,1.85
1,20,2,5,1,2,2052,0,0,0,1,2,1.35
0,70,2,2,2,1,1278,0,0,0,2,2,1.6
0,99,4,4,4,0,2139,1,0,0,2,0,1.54
0,106,4,3,3,3,2533,1,0,0,2,0,1.19
1,32,5,5,3,0,1800,1,0,1,2,1,6.25
0,112,2,2,1,3,577,0,0,0,1,2,0.29
0,88,3,3,3,1,1833,1,0,0,1,0,2.1
0,97,4,4,4,1,1896,0,0,0,2,2,1.05
0,27,3,3,4,0,1611,0,0,0,2,2,1.36
0,79,3,3,2,3,1510,0,0,0,0,1,1.68
0,13,3,2,2,3,1701,0,0,0,0,2,1.2
0,51,4,4,4,2,2556,1,0,1,0,0,6
0,45,3,3,2,3,1185,0,0,2,1,0,0.9
0,99,4,4,4,0,2038,1,0,1,2,0,1.55
0,41,3,3,3,1,1900,1,0,1,1,0,2.2
0,96,2,2,3,3,1300,0,0,1,2,2,0.95
0,112,2,2,2,3,1043,0,0,0,2,1,0.65
0,44,3,4,3,3,1665,0,0,0,2,2,1.22
0,93,3,3,4,3,1550,1,0,2,1,0,2.35
0,41,3,3,3,1,588,0,0,0,2,1,1.4
0,67,3,4,3,1,3361,1,0,1,1,0,5.8
0,74,3,3,3,3,3245,1,0,1,0,1,5
0,86,2,2,4,3,1300,0,0,0,2,2,1.57
0,97,2,2,1,3,532,0,0,0,2,2,0.37
0,58,3,3,4,0,2491,1,0,0,0,2,2.65
0,97,3,3,3,3,1833,1,0,1,1,0,1.5
0,13,3,3,3,3,1896,1,0,0,2,0,2.22
0,106,4,3,3,4,2040,1,0,0,2,2,1.07
1,51,5,5,4,3,2250,1,0,1,2,1,9.5
0,89,3,2,2,0,1472,0,0,0,2,2,0.8
0,79,4,4,2,3,1819,0,0,1,0,0,1.85
0,12,3,3,2,1,2120,1,0,0,2,0,3.75
1,32,6,7,4,0,1800,1,0,1,2,1,6.6
0,55,3,3,3,2,2200,1,0,1,2,2,1.75
0,112,1,1,1,1,474.042156,0,0,0,2,2,0.2
0,79,3,3,1,3,1419,0,0,1,2,0,1.29
0,8,3,3,3,1,1529,0,0,0,1,1,1.75
0,12,3,3,3,3,1711,0,1,1,0,0,2.33
0,76,3,4,3,3,2016,1,0,1,0,0,3.4
0,11,3,3,3,3,1750,0,0,1,1,2,1.2
0,102,3,3,3,1,1944,0,0,0,1,1,1.5
0,95,1,1,0,3,650,0,0,0,1,2,0.62
0,90,2,2,3,4,1578,0,0,0,2,0,1.45
1,32,4,3,4,0,1350,0,1,0,2,1,4.45
0,75,2,3,3,3,1470,1,0,1,2,0,1.85
0,104,3,3,4,3,1817,1,0,0,0,0,1.29
0,112,2,2,1,3,744.000768,0,0,0,2,2,0.32
0,13,3,2,2,3,1213,0,0,1,1,2,0.79
0,12,3,3,3,3,1663,0,0,0,0,2,0.8
0,90,3,3,3,3,1423,0,0,0,0,2,1.34
1,5,4,3,2,0,1284,0,0,0,1,2,1.85
1,58,5,5,4,0,3240,0,0,0,1,1,11.29
0,100,2,2,2,3,1452,0,0,0,2,2,0.95
0,106,3,4,3,3,1805,1,0,1,2,0,1.55
0,102,3,3,3,1,1423,0,0,0,2,2,1.33
0,6,3,3,3,3,1493,1,0,1,2,2,1.4
0,90,2,2,3,1,1423,0,0,0,1,2,1.29
0,108,1,1,1,1,344,0,0,0,1,2,0.25
0,98,2,2,2,3,1190,1,1,0,2,2,1.2
0,64,3,3,3,0,1738,0,0,1,2,2,1.39
1,82,5,4,4,1,2610,1,0,1,1,2,5.25
0,79,4,4,2,3,1819,0,0,1,0,2,1.78
0,98,3,4,2,1,1616,1,0,0,1,2,1.45
1,51,1,1,0,0,1650,0,0,0,1,1,2.15
0,102,2,2,4,1,1103,0,0,0,1,1,0.97
0,74,2,2,3,4,1592,0,0,0,1,2,2.29
0,78,2,2,3,4,1127,0,0,0,2,2,0.92
0,87,2,2,3,3,1199,0,0,1,1,0,0.75
1,46,6,6,4,2,1836,1,0,1,2,2,4
1,33,4,4,4,2,4518,0,0,0,1,2,5.8
1,48,3,3,2,2,2250,0,0,0,1,1,3.25
1,36,7,2,0,0,1980,0,0,0,1,1,1.5
0,18,4,6,4,3,3655.35,1,0,1,0,2,5.6
0,79,4,4,2,3,1819,0,0,1,0,2,1.8
0,64,3,3,4,0,1719,0,0,1,2,1,1.45
0,64,3,3,3,2,1800,0,0,1,2,2,1.35
0,99,3,2,1,1,1878,0,0,0,1,2,0.95
0,74,3,4,3,3,2803,1,0,0,1,2,5.5
0,50,4,4,3,2,2900,0,0,0,1,1,3.4
0,8,3,4,4,3,2072,1,0,0,2,2,2
0,86,3,3,2,3,1938,1,0,1,0,2,2.25
0,1,4,4,4,2,2013,1,0,0,2,2,1.5
0,106,4,4,0,3,2040,0,0,0,1,2,1.3
0,17,4,5,4,3,2670,1,0,0,2,2,3.45
0,64,3,3,3,0,2200,0,0,0,1,2,1.7
1,23,5,5,2,2,4518,0,0,0,1,1,10
1,20,5,5,2,2,1350,0,0,0,1,2,1.5
0,1,4,4,4,0,5350,0,0,0,2,1,5.9
0,94,3,3,3,3,2000,1,0,1,2,0,1.37
0,104,3,3,3,3,1630,0,0,1,2,0,1.17
0,106,4,4,3,3,2286,1,0,0,2,2,1.1
0,99,3,3,1,3,1747,0,0,2,2,2,2.2
0,86,2,2,2,3,1508,0,0,1,0,0,1.6
0,4,2,1,1,3,1000,0,0,0,1,1,0.28
0,70,3,3,4,0,1595,1,0,1,0,0,2.04
0,88,2,2,2,3,1140,0,1,1,2,2,0.75
1,12,1,1,0,3,2680,0,0,0,1,1,1.34
0,90,3,3,3,3,1058,0,0,1,2,0,1.25
1,80,2,4,3,2,900,1,0,1,1,2,0.9
1,20,2,1,0,2,360,0,0,0,1,1,0.35
0,7,3,3,4,1,1500,0,0,0,2,2,1.1
0,41,2,2,0,1,85,0,0,0,2,0,1.2
1,48,3,3,0,0,1130,0,0,0,1,1,0.85
1,94,4,4,4,0,2425,1,0,0,2,0,1.6
1,51,3,4,4,1,1935,1,0,1,2,2,1.95
0,45,3,2,1,4,1900,1,0,0,2,2,1.2
0,62,3,3,4,2,1991,1,0,1,2,2,1.69
0,70,3,3,3,1,1223,1,0,0,2,2,2.45
0,29,3,4,3,3,2500,1,0,2,2,2,4.78
0,5,4,4,4,0,1956,0,0,2,1,2,2.01
0,81,3,2,2,0,1078,0,0,0,2,2,1
0,110,3,5,3,3,1750,1,0,0,1,1,1.08
0,84,4,5,2,0,2629,1,0,0,1,2,4
0,81,6,7,4,3,5333,1,0,0,2,1,5
0,79,4,5,4,3,2910,0,0,0,1,0,3.25
0,90,2,2,4,3,1494,0,0,0,2,2,1.45
0,98,4,5,4,3,2545,0,0,0,2,2,2.2
0,77,2,2,2,3,581,0,0,0,2,2,0.55
1,51,5,6,4,0,2700,1,1,1,2,2,8.25
1,40,2,2,2,0,1426,0,0,0,1,1,4.6
0,29,3,4,4,3,2600,1,0,2,2,2,4.3
0,64,3,2,3,2,1585,0,1,0,2,2,1.7
1,26,4,4,2,2,4518,1,0,1,1,1,8.5
0,95,4,4,3,4,3902,1,1,1,2,2,2.91
0,11,2,2,2,3,543,0,0,0,1,0,0.28
0,6,3,3,3,3,1315,0,0,1,0,2,1.49
0,10,2,2,2,1,1539,0,0,0,2,2,1.05
1,34,5,5,4,3,1350,1,0,1,1,2,4.25
0,83,3,3,3,0,1577,1,0,1,2,2,1.16
0,29,2,2,2,3,1200,0,0,2,2,2,2.4
0,98,3,3,1,3,1344,0,0,0,2,1,0.88
1,31,2,8,4,3,1350,1,1,1,2,2,4.5
0,87,3,3,4,3,1597,0,0,1,2,2,1.05
1,18,4,6,3,1,6382,1,1,1,2,1,7.99
0,112,2,2,3,1,822,0,0,0,2,1,0.65
1,26,4,4,2,2,4494,1,1,0,1,1,7.2
1,48,1,1,0,0,450,0,0,0,1,1,0.4
0,90,3,4,4,3,2141,1,0,0,0,2,2.01
0,108,2,2,3,1,713,0,0,0,2,2,0.8
0,102,2,2,2,4,1226,0,0,0,1,2,1.01
0,79,3,3,2,3,1428,0,0,1,2,2,1.42
0,108,2,2,3,4,661,0,0,0,1,1,0.4
1,51,3,3,2,3,2700,1,0,1,1,2,8.49
0,70,4,4,3,0,2580,1,0,1,2,2,3.6
0,7,2,2,3,0,1288,0,0,0,1,2,1.2
0,12,4,5,4,3,2779,1,0,1,2,2,2.29
0,108,1,1,1,3,407,0,0,0,2,2,0.2
0,74,3,3,4,3,2800,1,0,1,0,0,5
0,13,3,3,1,0,2419,0,0,0,1,2,1.38
0,58,3,3,3,0,2000,0,1,1,2,2,2.35
0,62,3,3,4,0,1700,0,0,1,2,2,1.5
1,13,4,4,4,1,2430,1,0,0,2,1,5.5
0,81,3,3,2,1,1457,0,0,0,1,1,1.13
0,83,1,1,2,3,450,0,0,0,2,1,0.37
1,58,4,5,3,2,2160,1,0,1,2,2,6.8
1,48,2,3,0,0,160,0,0,0,1,1,1.25
0,109,2,3,3,3,1611,1,0,0,1,2,0.95
0,74,2,2,3,1,1015,0,0,0,1,2,2.1
0,20,3,3,1,1,1167,0,0,1,1,1,0.65
0,109,3,4,0,1,2400,0,0,0,2,0,1.6
0,7,2,2,3,3,1365,0,0,1,2,1,1.05
0,104,4,4,4,0,2139,1,0,1,2,0,1.65
0,92,3,4,2,0,1922,1,0,0,2,2,1.4
1,68,3,3,2,0,600,0,0,0,1,1,0.5
0,96,3,3,2,3,1570,0,0,1,2,2,1.4
0,73,3,3,2,1,1540,0,0,0,1,1,2
0,106,3,3,0,3,1572,0,0,0,1,2,0.7
0,8,3,4,4,3,2000,1,0,0,0,2,1.83
0,45,2,2,3,1,644,0,0,0,2,2,0.68
0,18,3,3,2,3,2225.56,0,0,1,0,0,3.4
1,84,5,5,4,3,3653,1,0,1,1,0,3.09
0,20,2,2,1,0,737,0,0,0,1,1,0.35
0,96,3,3,3,3,1600,1,0,1,0,2,1.75
1,8,4,3,1,0,1170,0,0,0,1,1,0.6
0,27,3,2,3,0,1440,0,0,0,1,2,0.8
0,90,2,2,3,3,1423,0,0,0,0,1,1.34
0,83,3,4,3,0,1631,1,0,0,2,1,1.12
0,73,3,3,3,1,2153,0,0,0,1,2,3.15
0,96,3,3,3,3,1537,0,1,0,2,2,1.08
0,112,2,2,2,4,833,0,0,0,2,2,0.54
0,93,4,6,4,3,3801,1,0,1,1,0,4.5
1,12,5,4,4,3,7331,0,0,0,2,1,10.5
0,39,3,5,4,2,2367,1,0,1,2,0,3.55
0,98,3,4,4,3,2026,1,0,0,0,2,2.1
0,87,4,6,4,1,2398,1,0,0,2,2,1.46
0,58,3,4,2,3,2700,1,0,1,0,0,2.6
1,32,4,3,3,0,1800,0,0,0,1,2,6.5
0,112,3,3,0,3,1780,0,0,0,2,0,1.2
0,19,2,2,2,1,1418,0,0,0,2,0,1.5
0,80,2,2,1,3,1000,0,0,0,2,2,0.54
0,44,2,2,1,3,925,0,0,0,2,2,0.38
0,51,3,3,4,0,2450,1,0,1,2,1,3.8
0,44,3,3,3,3,1595,0,0,0,1,1,1.27
0,70,3,2,3,1,1534,0,0,0,2,2,2.1
0,71,4,4,4,3,4200,1,0,1,2,0,7.56
1,9,2,2,2,0,56,0,0,0,1,1,0.38
0,93,2,2,1,3,613,0,0,1,2,2,0.48
0,112,2,2,2,3,556,0,0,0,1,2,0.35
0,82,3,2,2,0,2406,1,0,0,2,0,2.6
0,70,2,2,2,3,1533,1,0,0,2,0,1.6
0,104,3,3,4,3,1929,1,0,1,2,2,1.3
0,41,3,4,1,3,1421,1,0,0,1,1,1.55
0,45,2,2,3,1,625,0,0,0,1,2,0.6
0,88,4,3,3,3,1765,1,0,0,2,2,1.65
1,21,10,5,4,2,8100,0,0,0,1,2,9
0,6,3,3,3,1,1571,0,0,0,2,2,2.12
1,41,6,6,4,0,4914,0,0,1,1,2,9.5
0,40,2,2,2,2,1200,0,0,0,1,1,1.25
0,31,4,5,3,2,6300,0,0,0,1,2,14
0,97,2,2,3,3,1158,0,0,1,1,2,0.85
1,34,9,9,3,3,3042,1,1,2,2,2,8
1,24,2,6,4,3,1449,0,0,0,2,2,2.98
0,83,2,2,1,0,639,0,0,0,2,2,0.59
0,98,2,2,3,3,1484,0,0,1,0,0,1.2
0,64,1,1,1,0,839,0,0,0,2,1,0.65
0,112,2,2,1,3,535,0,0,0,2,2,0.25
1,65,4,4,2,0,1728,1,0,1,1,2,3.49
0,13,3,2,3,0,1701,0,0,0,2,0,1.3
0,51,4,4,4,2,2801,0,0,0,1,0,5.8
1,15,2,2,0,3,450,0,0,0,1,1,0.24
0,23,2,2,1,3,856,0,0,1,1,1,0.43
0,0,3,3,4,4,1940,1,0,0,1,2,1.2
0,6,3,3,3,3,1531,0,0,0,2,1,1.76
0,58,4,3,3,0,3982,1,0,0,1,2,6
0,76,3,3,4,3,2029,1,0,1,0,0,3.05
0,41,3,3,3,4,2218,1,0,0,1,1,1.65
0,106,1,1,1,3,336,0,0,0,2,1,0.21
1,36,2,2,1,0,810,0,0,0,1,1,0.55
0,62,3,4,4,3,1875,1,0,1,1,2,4.86
0,108,2,2,2,3,716,0,0,0,2,2,0.38
0,66,4,5,3,3,3182,1,0,1,1,0,4.85
0,48,2,2,1,3,1000,0,0,1,2,1,0.46
1,51,6,7,4,3,11286,1,0,1,1,2,27.5
0,107,2,2,2,1,604,0,0,0,1,0,0.4
0,74,4,4,4,3,2194,1,0,2,0,2,2.77
0,112,2,2,3,1,913,0,0,0,2,2,0.56
0,70,3,3,3,1,1630,0,0,0,2,1,2.41
0,29,2,2,2,1,1285,1,0,0,1,2,1.99
0,104,3,4,3,1,1697,1,0,0,2,2,0.96
1,64,10,10,4,3,8286,1,0,2,2,2,8
0,112,3,3,3,3,1281,0,0,0,0,1,0.7
0,55,4,5,4,1,3444,1,0,0,2,2,4.3
1,102,3,3,2,1,1423,0,0,0,1,1,1.25
0,106,4,5,4,0,1717,1,0,0,1,2,0.95
0,4,2,2,2,3,73,0,0,0,1,1,1.6
1,64,5,6,4,3,1512,0,0,1,1,2,3.25
0,44,2,2,3,4,1180,0,0,0,2,2,0.6
0,89,2,2,1,0,1239,0,0,0,1,2,0.75
0,42,2,2,3,1,654,0,0,0,1,2,0.41
1,55,4,4,3,2,3240,1,0,1,1,1,8.4
0,75,4,5,4,3,2100,1,0,1,1,2,3
0,54,3,3,3,2,1906,0,0,1,2,1,1.65
0,111,4,3,4,0,2056,0,0,0,1,2,1.5
0,8,3,4,4,3,1669,1,0,0,2,0,1.25
0,98,2,2,4,3,1491,0,1,0,2,2,1.2
0,112,2,2,3,3,978,0,0,0,1,0,0.66
0,6,3,3,3,3,1493,1,0,1,1,2,1.39
0,20,2,2,1,1,800,0,0,2,1,1,0.6
0,11,4,5,4,3,2505,1,0,0,2,2,1.7
0,69,4,5,3,3,2604,1,0,1,1,0,3.6
1,107,3,2,1,3,1152,0,0,0,2,2,1.3
0,19,3,2,2,3,1420,0,0,0,1,2,1.65
0,20,3,4,2,2,2000,1,0,0,1,1,1.15
0,45,2,2,3,1,543,0,0,0,2,2,0.55
0,93,2,2,3,3,1361,0,0,1,2,0,0.64
0,93,3,3,4,3,1750,1,0,2,1,0,2.28
0,97,3,3,3,3,1650,0,0,1,0,2,1.24
0,110,3,5,3,3,1790,1,0,0,1,2,1.13
1,68,2,2,0,0,1222,0,0,0,1,2,0.85
1,24,4,4,0,2,3000,0,0,0,1,1,3
0,8,4,5,4,3,7222,0,0,0,2,0,4.45
0,74,3,4,4,3,1833,1,0,2,0,1,2.29
0,90,3,4,4,3,2629,1,0,1,0,1,2
1,64,8,8,4,3,3240,1,0,2,1,2,7.5
0,76,3,4,3,3,2490,1,0,1,2,0,3.5
1,49,3,3,3,0,900,0,1,0,1,2,2.15
0,6,2,2,2,3,915,0,0,0,1,0,0.95
0,90,3,4,4,3,1963,1,0,0,2,2,2
1,29,7,5,4,2,2367,0,0,1,1,2,4.75
0,64,3,2,2,2,1275,0,0,0,0,1,1.35
0,12,2,3,3,3,978.23,0,0,0,2,2,0.98
1,9,3,3,1,0,1125,0,0,0,1,1,1.3
1,48,4,4,3,2,160,0,0,1,1,1,2.3
1,31,4,4,4,3,1350,1,0,1,2,1,5.25
0,93,2,2,2,3,667,0,0,0,1,2,0.39
0,29,4,5,4,1,3333,1,0,1,1,2,6.16
0,35,4,3,2,0,2488,1,0,0,1,2,7
0,93,3,4,4,3,1760,1,0,2,0,0,2.34
1,27,6,4,4,2,1557,0,0,1,1,2,3
0,108,3,2,2,1,761,0,0,0,1,2,0.4
0,60,3,3,4,3,1800,0,0,1,2,2,1.45
0,62,3,4,3,3,2329,1,0,2,0,0,5.75
0,110,2,2,1,1,600,0,0,0,1,2,0.3
0,76,3,3,3,3,2724,1,0,0,2,0,3.49
0,79,3,3,1,3,1419,0,0,0,2,0,1.32
0,106,3,2,2,1,1298,0,0,0,2,2,0.75
0,54,1,1,2,2,599,0,0,0,2,2,0.65
0,6,2,2,3,3,1100,0,0,0,1,2,1.28
0,86,2,2,3,3,1300,0,1,0,0,0,1.5
1,51,7,8,4,2,9000,1,1,1,1,2,11.5
0,98,4,4,3,3,2600,0,0,0,1,1,2.13
1,33,4,4,4,2,2700,1,1,0,2,1,8.9
0,6,3,3,3,3,2351,1,1,0,2,1,2.6
0,72,4,4,0,1,3950,0,0,0,2,2,7.8
0,44,3,3,3,0,1537,0,0,1,2,2,0.9
0,112,2,2,3,3,913,0,0,0,2,2,0.55
1,48,4,2,2,0,585,0,0,0,1,1,0.65
0,93,4,5,2,3,2882,1,0,1,2,2,3
0,10,2,2,4,1,940,0,0,1,1,1,1
0,11,3,2,2,3,750,0,0,0,2,2,0.6
0,50,3,3,2,2,1640,0,0,2,2,0,2.75
0,106,4,3,0,1,2040,0,0,0,1,0,1.25
0,102,3,3,3,1,1064,0,1,0,2,2,1.2
0,45,2,2,3,1,625,0,0,0,1,1,0.65
0,22,3,4,4,2,1956,0,0,0,1,2,2.2
0,8,4,4,4,3,2303,1,0,0,1,2,2.55
0,84,3,3,3,0,1787,1,0,1,1,2,1.9
0,58,3,3,4,0,2357,1,0,0,2,2,2.7
0,93,3,3,2,3,1700,1,0,2,0,0,2.5
0,92,3,3,3,0,1580,1,0,0,2,2,1.1
0,96,3,3,3,3,1387,1,1,1,0,1,1.4
0,98,2,3,3,3,1420,0,0,1,0,0,1.18
1,30,5,5,2,2,1450,0,0,1,1,2,2.7
0,44,3,3,3,3,1563,0,0,0,1,1,1.25
1,49,9,9,4,0,2367,1,1,1,2,2,5
0,74,3,3,3,3,1833,1,0,1,2,2,2.35
0,104,3,3,2,3,1578,0,0,0,1,0,1.23
0,102,3,3,2,1,1179,0,0,0,1,1,1.3
0,78,2,2,2,1,1200,0,0,1,2,0,1.05
0,12,2,3,3,3,1161,1,0,0,2,2,0.9
1,96,3,3,4,1,2160,1,0,0,1,2,1.7
0,78,3,3,4,3,1845,0,0,1,2,0,1.78
0,82,3,4,3,3,2127,1,1,1,0,2,2.5
0,98,3,4,2,3,1650,1,0,0,1,2,1.2
0,79,4,4,2,3,1389,0,0,0,0,1,1.92
1,33,5,6,3,2,4500,0,0,0,1,1,16
0,93,2,2,2,1,1194,0,0,0,1,2,0.89
0,62,3,4,4,0,1607,1,0,2,0,2,4.85
1,80,3,2,4,2,4320,0,0,0,1,1,6.5
0,7,3,3,4,1,1464,0,0,0,2,1,1.25
0,56,4,3,4,2,2492,0,0,0,2,2,2
0,18,3,3,4,3,2225.56,1,0,1,0,1,3.29
0,108,2,2,1,1,610,0,0,0,1,2,0.38
0,96,3,3,2,3,1350,1,1,1,0,2,1.15
0,72,1,1,2,1,804,0,0,0,1,2,0.88
0,97,2,2,4,3,1026,0,1,0,0,2,0.73
0,106,3,3,4,3,1523,0,0,0,1,0,0.82
0,83,3,3,3,0,1466,0,0,0,2,1,0.98
1,54,3,4,2,0,1467,0,0,0,1,1,4.3
0,98,2,2,4,3,1491,0,1,0,2,2,1.3
0,0,3,3,0,4,1758,0,0,0,1,1,1.08
0,13,3,3,3,3,1550,0,0,0,2,0,1.7
0,112,2,2,2,3,939,0,0,0,0,1,0.53
0,109,2,2,2,3,784,0,1,0,1,0,0.72
0,19,4,4,4,1,2060,0,0,0,2,0,2.37
0,96,3,3,2,0,1700,1,0,0,2,0,1.25
0,112,2,2,2,3,1144,0,0,0,2,2,0.78
1,20,2,4,0,2,675,0,0,0,1,1,0.9
1,113,2,1,2,0,900,0,0,0,1,1,0.5
0,13,3,4,4,3,1797,1,0,0,1,2,1.5
1,40,4,4,4,0,1449,1,1,1,1,2,3.25
0,10,3,4,4,4,1593,1,0,0,2,0,1.4
0,104,2,3,2,3,1502,0,0,1,1,2,0.7
0,78,2,2,2,1,1200,0,0,0,1,0,0.93
0,13,3,4,3,3,1860,1,0,0,0,2,2.2
1,103,2,2,1,2,360,0,0,0,1,1,0.35
0,78,2,2,4,1,1180,0,0,1,1,0,0.8
0,79,4,4,1,3,2186,0,0,0,2,0,2
0,112,2,2,1,3,922,0,0,0,1,1,0.54
1,91,2,4,0,0,891,0,0,0,1,1,0.82
0,35,3,4,4,3,2000,1,0,1,0,0,6.2
0,98,4,6,3,3,3890,1,0,0,0,2,1.91
0,4,2,2,1,1,556,0,0,1,1,1,0.22
1,22,1,1,0,2,2250,0,0,0,1,1,4.6
0,112,2,2,4,1,1175.97,0,0,0,2,2,0.95
0,88,2,2,2,3,1126,0,0,0,2,1,0.99
0,74,3,3,3,3,1833,1,0,0,1,1,2.24
0,79,3,3,2,3,1492,0,0,1,0,2,1.5
0,106,3,3,2,3,1068,0,0,0,1,1,0.5
0,110,2,2,1,3,601,0,0,0,1,2,0.32
1,64,2,2,2,0,1449,0,0,0,1,1,2.95
0,8,1,1,1,3,301,0,0,0,2,2,0.2
0,106,3,3,0,3,1423,0,0,0,2,1,0.85
0,90,3,3,2,3,1212,0,0,1,0,1,1.25
1,30,3,3,2,0,2430,1,0,1,2,1,4
1,111,9,9,4,3,3150,0,0,1,1,2,4.5
0,72,3,4,4,0,1554,0,0,1,2,2,2.2
0,100,2,2,1,1,120,0,0,0,2,0,1.15
0,45,3,3,3,3,1711,0,0,0,2,2,1.45
0,99,3,3,3,0,1747,1,0,0,2,2,1.26
0,104,4,4,4,0,2468,0,0,0,2,2,1.65
0,108,3,2,2,1,811,0,0,1,2,0,0.55
0,77,2,2,2,3,1500,0,1,1,1,2,1.5
0,23,4,3,3,2,1444,0,0,1,2,2,1.4
0,19,3,4,3,1,2600,1,0,0,0,0,3.05
0,102,3,1,0,1,1103,0,0,0,1,1,1.1
1,36,2,4,1,0,981,0,0,0,1,1,0.8
0,79,3,3,2,3,1428,0,0,1,1,0,1.28
0,102,3,3,2,1,1581,0,0,0,2,2,1.16
0,19,2,2,3,3,1424,0,0,0,2,2,1.75
1,76,4,4,0,0,2800,0,0,0,1,2,3
0,45,3,3,3,1,1389,0,0,0,1,1,1.1
0,112,3,2,4,1,1201,0,0,0,2,2,0.75
0,79,2,3,1,3,1222,0,0,0,0,1,1.2
1,80,5,3,2,2,1350,0,0,0,1,1,1.15
0,102,2,2,1,3,672,0,0,2,2,2,0.5
0,64,1,1,1,0,543,0,0,0,1,1,0.6
0,74,3,5,4,3,4271,1,0,2,1,1,6.15
1,91,1,1,1,0,556,0,0,0,1,2,0.45
0,13,3,4,3,3,2339,1,0,0,2,0,2.25
0,102,2,2,3,1,1228,0,0,0,1,1,0.88
1,94,4,4,4,3,3240,1,0,2,2,2,6.8
1,9,2,4,0,0,56,0,0,0,1,1,0.55
0,65,5,6,4,0,5010,1,0,1,0,0,5.5
0,94,3,4,2,3,1500,1,0,1,0,2,1.12
1,0,1,5,4,1,600,0,0,0,1,2,0.85
1,13,7,5,4,3,4500,1,0,0,1,2,11.3
0,35,4,2,4,2,1382,0,0,0,1,1,0.9
0,71,3,3,3,1,2343,1,0,1,1,0,4
0,49,1,1,0,0,300,0,0,0,1,1,1.5
0,41,2,2,2,1,1275,0,0,0,1,2,1.1
0,13,3,3,3,3,1550,0,0,0,2,2,1.6
0,45,3,3,3,3,1000,0,1,0,2,2,1.2
0,7,2,2,0,3,750,0,0,0,1,2,0.5
0,12,3,2,0,3,1991,0,0,1,2,1,1.25
0,83,2,2,2,0,1084,0,0,1,2,2,0.95
0,83,1,1,2,1,294,0,0,0,1,1,0.39
0,74,3,3,3,1,1969,0,0,0,1,0,2.79
0,106,4,4,3,0,1893,0,0,0,2,1,0.8
0,106,3,3,2,4,140,0,0,0,1,0,0.7
0,90,3,4,4,3,2031,1,0,0,0,2,1.91
0,98,2,2,3,3,1300,0,0,1,0,2,1.2
0,75,3,4,3,3,2200,0,0,0,1,1,3.9
0,112,2,2,4,3,1131,0,0,0,2,2,0.87
1,20,3,3,3,3,900,0,0,0,1,2,0.38
1,68,4,4,2,0,480,0,0,0,1,1,0.75
