property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0,87,3,3,2,1,1672,0,0,0,2,1,1.92
1,60,3,3,3,1,1800,1,0,1,1,2,2.25
1,10,5,4,4,1,4000,1,1,0,0,0,5.6
0,88,3,4,3,3,1611,1,0,1,2,1,1.25
1,113,1,4,4,2,535,0,0,0,1,2,1.2
0,104,4,5,2,3,2330,1,0,0,0,2,1.25
0,55,4,4,4,0,3000,0,0,0,1,1,3.45
1,48,3,3,2,2,4950,0,0,0,1,1,5
1,58,5,5,3,0,3240,1,0,0,1,1,11.58
0,38,2,2,1,3,570,0,0,2,1,1,0.22
0,11,3,3,4,3,1554,0,0,1,0,2,1.3
0,84,3,4,4,3,2140,1,0,1,0,0,3.21
0,75,2,2,2,3,1072,0,0,0,2,2,1.7
0,81,3,5,3,3,1527,1,0,0,2,2,1.64
0,32,4,4,3,2,2333,1,0,1,1,0,3.7
0,100,3,2,2,4,663,0,0,0,1,1,0.5
1,27,4,5,2,0,5200,0,0,0,1,1,5.2
1,112,2,3,2,1,1053,0,0,1,1,1,1.55
0,1,3,3,2,3,1294,0,0,1,0,1,1.38
0,7,4,5,4,1,2416,1,0,0,1,0,2
0,17,4,5,4,3,2650,1,0,1,0,0,3.7
0,106,3,3,2,3,1596,0,0,0,1,2,0.71
0,94,3,3,4,3,1844,1,1,1,0,1,1.16
0,58,3,3,4,0,1790,0,0,1,0,0,1.88
1,103,2,2,1,0,558,0,0,0,1,1,0.6
0,94,2,2,2,3,1202,0,0,1,2,0,0.89
0,100,2,2,3,3,1611,0,0,0,2,2,1
0,45,3,3,3,4,1535,0,0,0,1,1,1.36
0,108,4,3,3,3,2824,1,0,0,1,2,1.1
1,75,5,6,4,3,6667,1,1,1,2,2,19
0,99,2,2,1,4,637,0,0,0,1,0,0.45
0,108,3,2,2,1,866,0,0,2,1,0,0.55
0,102,3,3,2,1,1423,0,0,0,1,1,1.2
0,16,3,4,4,3,1786,1,0,0,2,2,1.5
0,102,2,2,2,0,1032,0,0,0,1,2,0.75
0,12,3,4,2,3,2003,0,0,0,2,0,2.9
0,110,3,5,3,3,1807,1,0,0,2,2,1.23
0,98,4,6,3,3,3920,1,0,0,0,2,2.2
0,108,2,2,1,3,610,0,0,1,2,2,0.31
0,97,2,2,1,3,537,0,1,1,2,1,0.34
0,8,2,2,4,3,1269,0,0,0,2,2,0.85
0,79,3,3,2,3,1428,0,0,0,2,2,1.4
0,41,3,3,0,1,1996,0,0,0,2,1,1.75
0,44,3,5,4,3,1400,1,0,0,1,2,0.99
0,106,3,3,3,3,1801,0,0,0,2,1,0.85
0,81,3,3,3,1,1765,1,1,0,1,2,1.9
0,105,2,2,2,3,1148,0,1,0,2,2,0.87
0,11,2,2,4,1,1200,0,0,0,2,0,1.01
1,55,5,7,3,0,2727,1,0,1,2,1,5.15
0,96,3,3,3,3,1387,1,0,0,1,2,1.35
0,10,3,3,3,3,1650,1,0,1,0,0,1.15
0,93,1,1,1,3,366,0,0,2,2,0,0.31
0,97,2,2,3,3,1361,0,0,1,1,2,1.15
0,36,2,1,2,3,611,0,0,0,1,1,0.26
0,98,2,2,3,1,1550,0,0,0,2,0,1.04
0,77,2,2,2,1,633,0,0,0,1,0,0.6
1,47,1,1,2,2,892,0,0,0,1,1,1.6
0,104,4,4,3,3,2861,0,0,0,0,2,1.25
1,35,3,2,1,3,1800,0,0,0,1,1,1.45
1,7,4,4,4,3,3222,1,1,1,2,1,4.35
1,79,1,1,0,1,763,0,0,0,1,1,0.8
1,27,2,2,1,0,1125,0,1,0,1,1,0.65
0,102,3,3,2,1,1611,0,0,0,2,2,1.28
0,12,2,2,2,0,1362,0,0,0,2,0,0.7
0,29,4,6,4,1,2778,1,0,2,1,2,4.8
0,112,1,1,1,3,386,0,0,0,2,1,0.25
1,22,5,5,0,0,2500,0,0,0,1,2,6.5
1,35,2,6,3,3,1350,0,0,0,1,2,3.5
0,95,4,4,4,1,2179,1,0,2,0,1,2.85
0,93,3,3,3,3,2343,1,0,1,1,0,2.7
0,79,3,3,2,3,1428,0,0,0,2,2,1.55
0,84,4,5,4,3,2629,1,0,1,0,0,3.85
0,79,3,3,2,3,1428,0,0,0,2,1,1.43
1,35,4,4,4,3,2430,1,1,1,2,1,8.4
0,98,2,2,3,3,1485,0,0,0,1,2,1.12
1,55,4,5,4,0,4000,1,0,1,1,1,8.4
0,112,2,2,2,1,564,0,0,0,2,1,0.42
0,104,4,4,4,3,2139,1,0,0,2,2,1.6
0,110,3,5,3,1,1807,1,0,0,1,2,1.56
0,11,2,2,1,3,598,0,0,2,1,2,0.49
0,44,2,2,4,3,1179,0,1,1,2,0,0.95
0,112,1,1,1,3,600,0,0,0,1,0,0.25
0,6,3,3,3,3,1676,0,0,0,1,2,2
1,9,3,3,1,0,1125,0,0,0,1,1,1.3
0,41,2,2,4,4,1253,0,0,0,1,2,0.95
1,59,6,3,4,3,900,0,0,0,2,2,2.25
0,112,2,2,3,1,676,0,0,0,1,2,0.54
0,98,2,2,3,3,1604,0,0,0,1,0,1.14
1,58,5,6,4,0,3240,1,1,1,0,2,10.3
0,106,2,2,1,3,657,0,0,1,1,2,0.42
1,15,2,4,4,0,900,0,0,0,1,2,0.9
0,97,3,3,3,3,1652,0,0,0,2,0,0.88
1,13,4,4,2,3,4800,1,0,0,2,2,5.75
0,104,3,3,2,3,1578,0,0,0,1,0,1.25
0,98,3,4,2,3,1900,1,0,1,0,2,1.25
0,72,4,4,4,4,3950,0,0,0,2,0,7.9
0,98,2,2,3,3,1300,0,1,0,2,0,1.22
1,41,3,2,0,3,900,0,0,0,1,1,0.85
1,94,3,4,3,1,2160,1,1,0,2,1,3.2
0,8,2,3,3,3,1538,1,0,0,2,0,1.58
1,9,2,2,0,0,100,0,0,0,1,1,0.5
0,13,4,4,2,3,2380,1,0,0,2,0,2
0,18,2,2,2,3,1498,0,0,0,2,2,0.7
0,90,3,3,3,3,1165,0,0,1,0,0,1.2
1,53,4,3,3,3,90,0,0,1,1,2,2.25
0,108,2,2,4,1,1095,0,0,0,2,0,0.82
1,58,3,3,2,0,2160,1,0,1,2,1,7.5
0,54,3,4,2,2,2544,0,0,1,1,1,2.45
1,106,2,2,3,3,959,0,0,0,1,1,0.75
0,104,4,4,4,3,2214,0,0,0,0,0,1.65
0,74,3,3,3,3,1829,0,0,0,2,0,2.78
0,6,4,5,4,3,2600,1,0,1,0,2,2.5
1,13,5,6,2,3,5400,1,0,0,0,1,7
0,72,3,3,4,3,1642,1,0,1,1,0,3
0,41,3,2,3,4,1512,0,0,0,1,2,1.45
1,35,2,8,4,0,900,0,0,1,1,2,2.1
0,44,3,3,4,3,1789,1,0,0,1,1,1.44
0,81,3,5,3,3,1527,1,0,0,1,0,1.63
1,32,2,9,3,3,1961,0,1,1,2,2,7.6
0,11,4,5,4,3,2505,1,0,0,1,0,1.65
1,32,5,5,4,0,9500,1,0,2,1,2,10
0,88,3,3,3,3,1310,0,0,1,2,2,1.5
0,102,2,2,2,1,1105,0,0,0,1,1,0.9
0,42,3,2,3,1,1201,0,0,0,1,1,0.82
0,12,3,2,4,3,1550,1,0,1,0,0,1.2
0,83,2,2,2,0,1086,0,0,0,1,2,0.82
0,84,4,4,4,3,2509,1,0,0,1,0,3.9
0,1,3,3,3,1,1589,0,0,1,2,1,1.53
1,48,3,3,2,3,1350,0,0,0,1,1,0.55
0,44,3,3,4,3,1845,1,0,0,1,1,1.43
0,56,1,1,1,0,720,0,0,0,1,1,0.8
0,58,3,3,4,2,2357,1,0,1,2,0,3
0,106,2,2,3,3,1000,0,0,0,1,1,0.5
0,70,3,3,2,1,1811,0,0,0,1,2,2.2
1,58,4,4,2,2,2160,1,0,0,1,1,7
1,13,7,5,4,3,4500,1,0,0,1,2,11.25
0,54,3,3,0,0,2667,0,0,1,1,1,2.4
0,52,3,3,2,1,195,1,0,1,1,1,2.4
0,56,3,4,3,0,1750.75,1,0,1,2,2,1.98
0,8,4,5,4,1,2582,1,0,0,2,1,1.75
0,104,4,4,4,3,2468,1,0,0,2,0,1.75
0,90,3,3,4,3,1656,0,0,1,1,0,1.25
0,55,3,4,4,0,2574,0,0,0,1,2,2.75
1,56,5,5,2,3,3456,1,0,1,1,1,6.5
0,60,5,7,4,0,5778,1,0,0,2,1,5
1,80,3,3,2,2,2250,0,0,0,1,1,3.1
0,81,3,4,3,1,1527,1,0,0,1,1,1.8
1,49,9,9,4,3,2367,0,0,1,2,2,5
0,6,3,4,4,0,1748,1,0,0,2,2,1.78
1,48,5,5,1,2,5067,1,0,1,1,1,4.75
0,94,2,2,3,3,1383,0,0,0,1,2,0.8
1,20,9,9,4,2,9000,0,0,0,1,2,6
0,10,2,2,4,3,940,0,0,0,0,1,0.92
1,38,2,2,0,0,130,0,0,0,1,1,0.75
1,35,10,10,4,3,8056,0,0,0,1,1,13
0,112,2,2,2,3,762,0,0,0,2,2,0.4
0,6,3,4,4,0,1945,1,0,0,2,2,2.2
0,14,2,3,2,1,1389,0,0,0,1,2,0.8
1,80,3,5,3,0,600,0,0,0,1,2,0.75
0,84,4,5,4,3,2800,1,0,1,0,2,4
0,10,3,4,4,3,1186,1,0,1,0,2,1.1
0,98,3,3,3,4,141,0,0,0,1,0,1.8
0,81,3,5,3,1,2167,0,0,0,2,1,1.8
1,55,4,4,2,0,3240,1,1,0,2,1,8.5
0,84,4,4,4,0,2600,1,0,1,0,2,3.2
0,82,3,3,3,3,1600,1,0,0,1,2,1.55
1,53,8,8,4,0,2385,0,0,1,1,2,5.5
0,29,2,2,2,3,1200,0,0,2,2,2,1.65
0,88,3,3,3,3,1600,0,0,0,1,2,1.05
0,19,3,3,3,1,2098,1,0,0,0,2,2.33
0,74,2,2,2,3,812,0,0,0,2,2,1.3
1,65,9,9,4,1,2700,1,0,1,1,1,7.25
0,80,2,2,1,3,1000,0,0,0,1,2,0.45
0,8,3,2,2,4,695,0,0,0,2,2,0.49
0,106,4,5,4,3,1692,1,0,0,2,0,0.9
0,76,1,1,0,3,610,0,0,0,1,1,0.8
0,106,3,4,4,3,1615,1,0,1,0,2,1.6
0,64,3,3,4,3,1900,1,0,1,2,2,1.5
1,20,6,6,2,2,2228,0,0,0,1,1,2.75
0,6,3,4,4,3,1945,1,0,0,2,2,2.1
0,79,4,4,2,3,1819,0,0,1,2,2,1.75
0,79,4,5,4,3,2200,1,0,0,0,2,1.8
1,73,3,3,4,1,2771,1,0,1,0,2,3.85
1,55,6,5,4,0,6000,0,0,0,2,2,3.35
1,33,5,7,4,3,4500,1,0,2,2,2,20
0,44,2,2,1,3,850,0,0,1,0,2,0.35
0,102,2,2,3,1,1233,0,0,0,2,2,1
0,45,2,2,3,3,1310,0,0,0,0,2,0.8
1,55,7,7,3,0,2340,0,0,1,1,1,4.75
0,76,3,4,4,3,2490,1,0,1,2,0,3.65
0,106,3,4,2,1,1475,0,0,0,2,1,1.7
0,76,1,1,1,3,826,0,0,0,1,0,1
1,53,5,4,4,0,1449,1,0,1,2,2,3.55
0,64,1,1,2,2,543,0,0,0,2,2,0.45
0,106,3,3,3,0,1571,0,0,0,1,2,0.65
0,86,2,2,4,3,1200,0,0,0,2,0,1.54
0,94,2,2,2,3,1299,0,0,1,2,0,0.94
0,106,3,3,3,0,1304,0,0,0,2,1,0.65
0,44,3,3,3,3,1581,0,0,0,1,1,1.27
0,45,2,2,3,0,1410,0,0,0,2,0,0.75
1,75,5,6,4,1,3150,1,0,0,1,2,12
0,78,3,3,4,4,1798,0,0,0,1,0,1.85
0,79,3,3,2,3,1381,0,0,0,0,1,1.44
0,99,3,4,4,3,1580,0,1,0,0,0,1.56
0,98,3,4,3,3,2227,1,0,0,0,2,1.58
0,13,3,3,4,3,2303,1,0,0,0,2,1.7
0,106,3,2,3,1,1091,0,0,0,1,1,0.99
0,6,2,2,2,3,1100,0,0,0,2,1,1.25
0,96,4,4,3,0,1970,1,0,0,2,0,1.25
0,45,3,3,3,3,1700,0,0,0,2,2,1.1
0,18,3,3,2,3,2225.56,1,0,1,0,0,3.75
1,32,5,5,2,0,3375,0,0,1,2,1,9.9
0,102,3,3,3,3,1923,1,0,0,2,2,1.5
0,112,2,2,3,1,661,0,0,0,1,0,0.4
0,112,2,2,1,1,590,0,0,0,1,2,0.45
0,79,3,3,1,3,1291,0,0,0,2,0,1.36
0,6,3,3,3,3,1315,1,0,1,2,2,1.3
0,99,3,3,1,3,1746,0,0,1,1,2,1.72
0,6,3,3,3,3,1315,0,0,1,0,2,1.5
0,112,2,2,2,3,640,0,0,0,1,2,0.26
0,79,3,3,2,3,1428,0,0,0,1,1,1.7
1,52,6,6,4,0,3240,1,1,1,2,2,10
0,64,3,3,3,0,1910,0,0,1,2,2,1.38
0,78,2,2,3,3,1150,0,0,1,2,1,1.1
0,83,3,3,2,0,1958,0,0,1,2,1,1.4
0,6,3,3,3,3,1388,1,0,0,2,2,1.3
0,99,3,4,3,3,2068,1,0,0,2,0,1.93
0,99,3,3,3,3,1900,0,0,0,1,2,1.55
0,77,3,3,2,1,1346,1,0,1,1,2,1.7
1,82,3,3,4,3,1611,0,0,1,2,1,1.04
0,110,2,2,1,3,538,0,0,0,1,2,0.27
0,2,4,3,3,1,3111,1,0,0,1,2,1.65
0,70,2,2,2,4,1244,0,0,0,2,2,1.7
0,106,3,3,3,3,1700,1,0,0,1,2,0.72
0,8,4,4,4,3,2898,1,0,1,1,0,2.65
0,27,1,1,1,0,665,0,0,1,2,2,0.6
1,31,8,11,4,2,5000,1,0,1,1,2,11
0,93,2,2,3,3,1223,0,0,1,2,2,0.88
0,41,2,2,2,1,1095,0,0,0,1,2,1.3
0,45,3,3,3,3,1373,0,0,1,1,2,1.72
0,93,2,2,1,3,547,0,0,1,1,0,0.48
0,8,3,3,3,1,1365,0,0,1,2,0,1.9
0,83,4,4,3,0,2127,1,0,0,1,2,1.35
0,18,3,5,2,3,3000,1,0,0,2,0,4.25
0,77,3,3,2,4,1346,0,0,0,1,2,2
0,79,3,3,3,3,1640,0,0,0,1,0,2.07
1,46,3,9,4,3,1494,0,0,1,1,2,4.3
0,81,4,4,4,0,2667,1,0,0,2,2,2.35
0,107,3,4,2,3,1350,0,0,1,2,0,1.25
0,84,3,3,3,0,2308,1,0,0,1,2,4.1
0,68,2,2,2,0,944,0,0,0,1,1,0.38
0,90,2,2,3,3,1012,0,0,0,1,2,0.96
0,109,4,4,0,1,3225,0,0,0,1,2,3.2
1,38,2,3,1,3,999,0,1,0,1,1,0.7
0,20,4,3,3,2,3150,0,0,0,1,2,2.7
1,55,3,4,2,0,2592,1,1,1,2,1,7.25
0,90,3,3,4,3,1154,0,0,1,2,0,1.2
0,8,3,4,4,3,2061,1,0,0,2,2,2.6
0,70,2,2,2,1,1333,0,0,0,2,1,1.47
1,32,5,3,2,2,1350,0,1,0,1,2,4.5
0,35,3,3,2,2,1608,1,0,0,2,0,2.35
0,79,4,4,1,3,1783,0,0,0,2,0,1.7
1,22,3,3,3,2,2250,0,0,0,1,1,3.4
0,78,2,2,3,1,1127,0,0,0,2,0,1.1
0,112,2,2,1,3,681,0,0,1,2,0,0.25
1,8,3,5,4,0,920,0,0,0,2,1,1.95
0,93,3,3,4,0,1438,0,1,1,2,2,1.35
0,48,2,2,1,3,944,0,0,0,1,1,0.45
0,13,3,3,4,3,1946,1,0,1,1,0,1.65
0,106,4,3,2,3,1719,0,0,0,1,2,0.8
0,6,3,4,4,1,1945,1,0,1,2,0,2.5
0,35,2,2,2,1,1278,0,0,2,2,0,1.91
0,19,3,2,2,3,1285,0,0,1,0,2,1.9
0,18,3,5,4,3,3405,1,0,1,1,2,4.75
1,32,5,6,4,2,3618,0,0,1,2,2,13.5
1,48,3,3,2,3,76,0,0,0,1,1,0.67
0,79,4,4,1,3,1783,0,0,0,2,0,1.72
1,65,6,6,4,2,2700,1,1,0,2,2,6.21
0,112,3,2,3,3,1319,0,0,0,2,0,1.1
0,104,2,2,3,1,1224,0,0,0,2,2,0.7
1,58,6,6,0,0,4861,0,0,0,1,1,13.2
0,99,3,3,2,1,1690,0,0,0,1,2,0.9
0,104,3,4,3,1,1765,1,0,0,2,2,1
1,84,5,6,4,3,6300,1,1,1,2,2,8.5
1,56,8,8,3,0,2880,1,1,2,0,2,4.5
0,35,3,3,2,2,1700,1,0,0,0,0,2.26
0,12,3,4,0,3,2850,0,0,0,1,0,1.5
1,9,2,2,2,0,2000,0,0,0,1,2,9.9
0,6,1,1,2,3,750,0,0,0,1,2,0.45
0,27,1,1,2,0,722,0,0,0,2,2,0.56
1,35,4,5,4,3,2844,1,1,1,2,2,11.75
0,106,4,3,3,0,1770,0,0,0,2,2,0.95
0,96,3,3,2,3,1618,0,0,0,1,0,1.18
0,11,2,2,3,3,1281,0,0,1,2,2,0.9
0,104,4,4,4,3,2512,1,1,1,0,0,1.9
0,112,2,2,2,1,521,0,0,0,1,2,0.27
0,58,3,3,3,0,1900,0,0,1,1,2,2.35
0,6,3,4,4,3,2250,1,0,0,2,0,2.05
0,7,2,2,2,3,1361,0,0,0,1,2,0.8
0,27,2,2,3,0,1281,0,0,0,2,0,0.98
0,19,3,3,3,1,2281,0,0,0,1,2,3.21
0,86,3,3,3,1,2018,0,1,0,2,0,2.7
0,13,3,4,4,3,1946,1,0,0,2,1,1.75
0,61,3,4,4,3,2500,1,0,1,0,2,4.8
0,56,3,3,3,0,2178,0,0,0,2,2,1.69
1,58,4,4,2,0,4500,1,0,0,0,1,15
0,100,3,3,4,3,2296,1,0,0,2,2,1.38
1,40,4,4,2,0,1557,1,0,1,2,1,3.69
0,45,2,2,3,1,1100,0,0,0,1,2,0.71
0,16,2,1,1,3,543,0,0,0,1,1,0.22
0,56,1,2,2,0,746,0,0,0,1,1,0.94
0,112,2,2,3,3,1095,0,0,0,0,2,0.72
0,74,3,3,3,1,2282,1,0,1,0,0,3.5
0,76,3,3,4,0,2236,1,0,1,0,0,2.95
0,104,3,3,2,3,1562,0,0,0,2,0,1.19
0,98,4,5,4,3,2366,1,0,0,0,2,2.15
0,6,3,3,4,3,2222,1,0,1,2,2,1.98
1,75,5,5,4,1,3240,1,1,1,2,2,12
0,112,2,2,2,3,800,0,0,2,2,2,0.46
1,51,3,3,2,3,1935,0,0,1,2,2,2.55
0,45,3,3,3,1,1250,0,0,0,1,2,1
0,97,3,3,4,0,1710,0,0,1,2,0,1.1
0,12,2,3,3,3,978.23,1,0,0,2,1,0.9
1,63,4,4,0,2,1500,0,0,0,1,1,2.8
0,44,3,3,3,3,1563,0,0,0,1,1,1.25
0,97,4,4,3,3,3165,1,0,0,1,0,2.24
0,108,2,2,2,3,1300,0,0,0,2,2,0.43
1,93,1,1,0,3,1095,0,0,0,1,1,0.89
0,112,2,2,2,0,1350,0,0,0,2,2,0.75
0,106,4,3,3,4,2093,1,0,0,2,2,1.22
0,82,3,3,3,1,1750,1,0,0,2,1,1.6
0,79,3,3,2,3,1392,0,0,1,0,0,1.31
0,43,2,2,2,3,856,0,0,0,1,2,0.75
0,11,3,3,3,0,1713,0,0,1,2,2,1.21
1,31,8,10,4,2,3915,0,0,0,1,1,10
1,33,4,4,3,2,1265,0,0,0,1,2,4.45
1,103,2,2,2,2,37,0,0,0,1,1,0.22
0,97,2,2,2,3,537,0,0,0,1,2,0.35
0,45,3,3,4,1,1600,0,0,0,2,2,1.35
0,98,2,2,4,3,1426,0,1,0,0,0,1.25
0,6,3,3,3,3,1531,0,0,0,1,2,1.8
0,106,2,2,2,3,1109,0,0,0,2,1,0.49
1,80,2,4,2,0,1102,0,0,0,1,2,1.16
0,79,2,3,1,3,1500,0,0,1,0,1,1.19
1,56,2,6,4,0,1467,0,0,1,1,2,3.75
0,104,3,3,4,3,1700,1,0,0,2,0,1.25
1,58,3,9,4,3,2160,1,0,2,2,2,5.88
0,6,3,4,4,3,1757,1,0,0,2,0,1.82
0,112,2,2,1,3,587,0,0,0,1,1,0.25
0,74,4,4,4,3,1975,1,0,1,0,2,2.9
1,40,5,5,4,0,1620,0,1,1,2,2,4.25
0,82,4,3,3,1,2111,0,1,0,2,1,1.9
1,42,3,1,0,1,1081,0,0,0,1,1,0.75
0,51,3,3,3,2,1320,0,0,1,2,1,1.35
0,98,3,3,4,1,2032,0,0,0,2,0,1.83
0,81,3,5,3,3,1527,1,0,0,2,2,1.64
1,32,6,6,1,3,2844,0,1,1,2,2,10.85
0,58,3,3,4,0,2600,1,0,1,0,2,2.97
0,27,3,4,4,0,1738,1,0,0,2,2,1.55
0,78,2,2,2,1,1460,0,0,0,1,2,1.32
0,83,3,3,4,3,1344,0,0,1,1,2,1
0,11,2,2,4,3,1204,0,0,1,0,2,0.8
1,69,9,12,4,3,6390,1,0,1,2,2,18.02
0,108,1,1,1,3,407,0,0,0,2,1,0.2
0,58,3,3,4,0,2400,1,0,0,0,2,2.7
1,53,5,5,4,0,1449,1,0,1,2,2,3.6
0,112,2,2,1,3,509,0,0,1,1,2,0.27
1,9,3,2,2,0,1200,0,0,0,1,1,0.7
0,101,2,4,4,4,1350,0,0,0,2,1,1.1
0,2,3,3,4,0,1705,1,0,0,2,1,0.73
0,79,3,3,2,3,1455,0,0,0,2,1,1.43
0,90,3,4,4,1,1659,1,0,0,1,2,1.95
0,17,4,5,4,3,2670,1,0,1,2,0,3.4
0,97,2,2,4,3,1086,0,0,0,2,0,0.54
0,74,3,3,3,3,1650,1,0,0,0,1,2.35
0,29,3,3,3,3,1860,0,0,2,1,2,2.55
0,112,1,1,1,3,438,0,0,0,1,1,0.21
1,26,4,4,4,2,3500,1,1,0,1,1,6.95
0,6,3,4,3,3,1945,1,0,0,2,0,2.15
0,79,4,4,2,3,1819,0,0,0,2,1,1.68
0,42,3,2,3,1,833,0,0,0,1,1,0.85
1,103,3,3,1,3,558,0,0,0,1,1,0.6
0,8,3,4,4,0,2217,1,0,0,2,2,2.3
0,102,1,1,1,1,430,0,0,0,2,2,0.25
1,8,2,2,1,1,795,0,0,0,1,1,0.48
0,90,2,2,3,3,1611,0,0,1,0,2,0.95
0,45,3,3,2,3,1163,0,0,0,1,2,1
0,83,3,4,2,3,1577,1,0,2,2,0,1.25
1,94,3,3,4,1,2160,1,0,0,1,2,4.7
1,33,3,5,4,2,1800,0,0,1,1,2,6
0,104,3,4,3,3,1493,1,0,0,2,2,0.92
0,81,3,4,2,3,1950,1,0,0,1,0,1.75
0,84,3,4,4,0,2185,1,0,0,1,2,3.4
0,79,4,4,1,3,1783,0,0,0,2,0,1.75
0,6,3,3,3,3,2351,1,0,1,0,0,2.35
0,99,2,2,2,2,573,0,0,0,1,2,0.5
0,104,3,3,4,3,1500,0,0,0,2,1,1.27
0,96,3,3,2,3,1570,0,0,0,1,0,1.08
0,20,3,4,2,2,2000,1,0,1,1,1,1.15
1,13,4,4,4,1,5400,1,0,1,1,1,5.65
0,89,4,4,3,3,2300,1,0,0,2,1,1.25
0,96,4,4,3,3,2000,1,0,0,2,2,1.42
0,45,3,3,1,1,1500,0,0,0,1,1,1.1
1,5,6,7,0,0,4500,0,0,0,1,2,4.75
1,24,2,1,0,2,891,0,0,0,1,1,0.29
0,109,2,1,2,1,652,0,0,0,1,2,0.5
1,70,3,3,3,1,1549,0,0,0,2,2,2.01
0,81,3,2,2,3,1350,0,0,0,1,2,1.1
1,41,5,5,4,1,4770,1,1,1,2,2,8.5
0,41,4,4,4,1,2000,1,0,0,1,2,2.3
0,16,2,2,2,3,1330,0,0,1,2,2,1.3
0,102,2,2,2,4,1441,0,0,0,1,2,0.8
1,106,4,5,0,3,2360,0,0,0,1,0,1.8
1,36,3,3,0,2,210,0,0,0,1,1,1.5
0,17,2,2,3,1,789,0,0,0,2,2,0.6
1,55,4,4,2,3,2340,1,0,1,1,1,5.5
0,62,3,3,3,0,1900,1,0,1,2,2,1.55
1,46,4,9,4,3,4800,0,1,1,0,1,4
1,41,5,7,4,1,4071,1,1,0,2,1,9.5
1,65,4,5,2,2,2700,1,0,1,1,1,6
0,73,3,3,4,1,2667,0,0,0,2,1,3.7
1,4,3,2,2,2,120,0,0,0,1,1,1
0,11,3,2,2,3,717,0,0,0,1,2,0.52
0,79,4,4,2,3,1889,0,0,0,0,1,2.05
0,41,2,2,2,4,85,0,0,0,2,2,1.31
1,80,4,4,2,2,345,0,1,0,1,2,2.43
0,99,3,3,4,3,1780,1,0,0,0,0,1.54
1,27,4,4,3,3,1557,0,1,1,1,1,2.9
0,112,2,2,1,1,582,0,0,1,1,1,0.4
0,79,3,3,2,3,1325,0,0,2,0,1,1.51
0,41,2,2,2,1,1533,0,0,0,2,0,1.1
0,77,3,4,3,1,1941,0,1,1,0,2,1.85
0,10,4,5,4,3,1535,1,0,0,1,0,1.32
0,99,2,2,0,3,1360,0,0,0,1,1,0.8
1,35,4,3,3,2,1800,0,0,1,1,1,5.5
0,96,3,3,2,3,1200,1,1,1,0,2,1.12
0,11,2,2,4,3,1236,0,0,0,2,2,0.82
0,55,3,4,2,3,1526,0,0,0,2,2,1.78
0,13,3,3,4,3,1466,0,0,0,0,2,1.5
0,98,2,2,3,3,1660,0,0,0,1,0,1.2
0,96,3,3,3,3,1570,1,0,1,2,0,1.1
0,99,2,2,3,0,1339,0,0,0,1,0,1.25
0,27,2,2,2,3,800,0,0,0,1,2,0.35
0,104,4,4,4,0,2005,0,0,0,1,2,1.8
0,108,2,2,2,1,694,0,0,0,1,2,0.28
0,98,2,2,4,3,1464,0,1,0,2,2,1.1
1,48,4,4,4,2,1800,0,0,0,1,1,1.1
0,74,2,2,3,4,1141,0,0,1,1,0,2.33
1,80,2,4,2,2,1072,0,0,0,1,2,1.2
0,112,2,2,1,1,522,0,0,0,1,1,0.36
0,67,3,3,3,1,2550,0,0,0,1,2,3.78
0,67,4,4,4,3,4254,1,1,1,0,0,5
0,10,1,1,1,3,567,0,0,0,2,2,0.39
1,15,6,4,2,0,2700,0,0,0,1,1,3.08
0,10,3,4,4,3,1186,1,0,0,1,0,1.17
0,112,2,2,3,3,1095,0,0,0,2,2,0.67
0,77,3,3,3,1,1551,1,1,1,0,2,1.8
0,10,1,1,1,1,778,0,0,0,2,0,0.46
0,47,4,3,3,2,2611,1,0,2,1,2,1.5
0,51,3,3,2,1,195,0,0,0,1,1,2.5
0,11,2,2,3,3,1281,0,0,1,0,2,0.98
0,100,3,3,3,1,1642,0,0,0,2,2,1.29
0,96,3,4,4,3,1667,1,0,1,2,2,1.8
0,111,3,3,2,0,1403,0,0,0,1,2,0.95
1,13,4,5,4,3,7000,0,0,1,2,1,6.3
0,106,3,2,3,3,1240,0,0,0,2,0,0.9
0,84,3,4,4,1,2185,1,0,2,0,0,3.3
0,97,3,2,4,1,1222,0,0,1,2,2,0.94
0,106,4,3,3,1,2104,1,0,0,2,2,1.83
1,80,4,4,3,2,2628,0,0,0,1,2,3.85
0,108,2,2,3,1,990,0,0,0,1,0,0.55
0,106,3,2,3,1,1661,0,0,0,1,1,0.99
0,27,1,1,1,0,556,0,0,0,1,1,0.2
0,13,3,4,4,3,1946,1,0,0,2,2,1.75
0,47,3,3,4,2,2400,0,0,0,1,1,2
0,82,2,2,3,0,1285,0,0,0,1,2,1.2
0,94,4,4,4,3,1774,1,0,0,2,1,1.3
0,81,2,2,2,3,1444,0,0,0,2,2,1.1
0,90,3,4,4,3,2047,1,0,0,0,2,1.93
1,9,3,3,0,0,1000,0,0,0,1,1,0.74
0,112,2,2,2,3,743,0,0,0,1,2,0.3
0,80,3,2,1,3,1100,0,0,1,2,2,0.8
1,58,5,6,0,0,3240,0,0,0,1,1,11.5
1,48,1,1,1,0,70,0,0,0,1,1,0.65
0,85,2,2,2,1,1444,0,0,0,1,0,1
0,10,2,2,4,3,1120,0,0,0,1,2,0.88
